Genotype Germplasm Treatment Compartment Block Plot fASV113 fASV149 fASV249 fASV115 fASV159 fASV122 fASV154 fASV537 fASV97 fASV145 fASV126 fASV476 fASV44 fASV269 fASV216 fASV180 fASV300 fASV215 fASV121 fASV123 fASV280 fASV236 fASV242 fASV339 fASV297 fASV293 fASV95 fASV3 fASV70 fASV60 fASV12 fASV94 fASV316 fASV395 fASV176 fASV186 fASV125 fASV329 fASV11 fASV21 fASV19 fASV455 fASV311 fASV68 fASV34 fASV148 fASV417 fASV499 fASV62 fASV36 fASV588 fASV196 fASV88 fASV197 fASV224 fASV559 fASV273 fASV65 fASV35 fASV228 fASV323 fASV509 fASV508 fASV105 fASV120 fASV128 fASV26 fASV810 fASV510 fASV327 fASV378 fASV112 fASV590 fASV257 fASV255 fASV337 fASV291 fASV84 fASV158 fASV100 fASV99 fASV325 fASV246 fASV310 fASV391 fASV23 fASV163 fASV178 fASV248 fASV464 fASV367 fASV517 fASV374 fASV37 fASV22 fASV57 fASV39 fASV25 fASV49 fASV9 fASV31 fASV78 fASV42 fASV183 fASV422 fASV411 fASV41 fASV331 fASV440 fASV165 fASV187 fASV58 fASV80 fASV271 fASV147 fASV332 fASV160 fASV106 fASV111 fASV140 fASV185 fASV127 fASV91 fASV376 fASV67 fASV222 fASV138 fASV87 fASV24 fASV86 fASV76 fASV119 fASV598 fASV90 fASV166 fASV245 fASV136 fASV13 fASV167 fASV10 fASV77 fASV29 fASV45 fASV436 fASV43 fASV102 fASV66 fASV153 fASV109 fASV162 fASV64 fASV50 fASV239 fASV320 fASV71 fASV130 fASV15 fASV17 fASV85 fASV6 fASV53 fASV81 fASV114 fASV135 fASV124 fASV150 fASV506 fASV108 fASV152 fASV101 fASV20 fASV7 fASV243 fASV8 fASV5 fASV2 fASV1 fASV485 fASV319 fASV371 fASV220 fASV74 fASV375 fASV14 fASV93 fASV400 fASV170 fASV288 fASV258 fASV386 fASV451 fASV569 fASV301 fASV98 fASV191 fASV214 fASV203 fASV175 fASV267 fASV318 fASV270 fASV61 fASV322 fASV40 fASV30 fASV27 fASV103 fASV155 fASV59 fASV16 fASV82 fASV380 fASV104 fASV523 fASV131 fASV32 fASV28 fASV192 fASV268 fASV206 fASV349 fASV359 fASV360 fASV252 fASV33 fASV139 fASV223 fASV189 fASV132 fASV4 fASV47 fASV213 fASV56 fASV194 fASV157 fASV96 fASV202 fASV79 fASV18 fASV83 fASV231 fASV72 fASV55 fASV46 fASV173 fASV69 fASV305 fASV133
D_S48_3 X48 Landrace D Rhizosphere 3 P04 6 0 0 32 3 0 14 0 0 0 55 0 83 0 0 0 0 0 0 19 0 6 0 0 0 0 4 1423 0 0 139 0 0 0 4 0 0 0 41 25 24 0 3 12 31 0 0 0 8 0 0 0 32 30 0 0 0 0 36 0 0 0 0 0 0 7 158 0 0 0 0 535 0 0 7 0 8 0 9 13 5 0 0 0 0 118 0 3 2 0 3 0 0 0 0 0 4 0 0 2629 48 16 45 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 4 53 13 7 0 158 4 17 0 0 28 9 0 14 203 7 234 0 51 1743 0 221 0 24 0 0 55 26 110 7 0 49 21 2331 1222 47 1178 465 9 14 0 27 20 2 23 18 9 2420 784 0 360 1056 61569 17689 0 5 0 2 0 0 441 18 0 0 0 2 0 0 0 10 18 0 0 0 0 0 0 2 4 0 16 11 370 41 0 63 410 4 0 0 0 0 53 0 7 0 0 6 0 12 0 153 0 12 24 0 785 18 0 44 10 9 37 0 20 186 13 0 282 188 40 3 17 0 143
D_S49_1 X49 Landrace D Rhizosphere 1 P10 0 7 6 0 0 0 11 0 19 0 0 0 0 0 0 0 0 0 0 25 0 0 13 0 0 0 4 38 0 0 50 0 0 4 0 0 0 0 50 15 32 0 0 0 0 3 0 0 0 21 0 0 20 0 0 3 0 0 272 0 0 0 2 8 0 5 67 0 0 0 0 0 0 0 0 0 6 0 0 9 0 0 0 0 0 133 0 0 0 2 0 0 0 15 0 0 0 0 0 4785 59 0 56 0 0 0 0 0 0 5 0 3014 0 0 121 0 0 0 39 0 0 0 0 0 0 0 11 37 155 0 0 8 0 15 4 0 31 14508 6 105 2 730 3 0 15 0 0 0 0 0 0 42 0 0 0 19 531 350 0 214 189 0 9 0 0 0 0 775 431 0 548 16966 0 115 75 355 8099 0 0 0 0 0 0 148 7 0 5 0 2 0 0 0 0 7 7 0 0 24 0 0 0 0 0 73 0 41 0 34 0 64 0 0 4 0 0 266 0 0 0 0 0 0 0 14 441 0 12 20 0 2134 73 28 621 29 0 74 22 73 13 18 0 0 0 75 7 17 0 401
D_S49_2 X49 Landrace D Rhizosphere 2 P10 27 0 8 7 0 0 27 0 34 0 27 0 100 0 0 23 0 0 11 11 0 4 8 0 6 0 32 1009 0 0 264 0 0 2 3 3 0 0 194 55 65 0 0 7 17 3 0 0 7 17 0 0 58 0 0 0 0 0 183 2 0 0 0 0 0 14 101 0 0 0 0 0 0 9 2 0 6 0 11 26 8 15 0 0 0 419 0 0 0 0 0 0 0 0 4 0 0 0 0 18114 366 0 357 0 0 0 3 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 2 48 12 59 0 2021 78 22 0 0 32 14 0 14 1436 5 406 0 105 0 5 106 0 27 0 23 0 12 137 0 0 122 9 1653 1098 77 1224 272 40 33 5 0 15 0 17 0 8 20 10185 0 3244 3011 19664 24565 0 0 0 7 0 0 574 22 0 4 0 0 0 2 0 4 14 10 0 0 20 0 2 4 11 0 47 16 386 81 0 0 631 0 0 18 0 13 192 9535 22 0 0 5 0 7 22 712 0 38 0 0 1808 76 17 161 6 10 71 29 180 120 38 0 0 1086 19 14 36 0 69
D_S49_3 X49 Landrace D Rhizosphere 3 P10 0 0 0 11 0 0 4 0 0 0 11 0 50 0 0 0 0 0 0 0 0 8 0 0 0 0 0 514 0 0 91 0 0 0 0 0 0 0 38 24 14 0 0 0 11 0 0 0 0 0 0 0 5 0 0 0 0 0 17 0 0 0 0 0 0 0 51 0 0 0 0 2 0 0 0 0 0 0 0 5 7 0 0 0 0 12 0 3 0 0 0 0 0 0 3 0 0 81 0 5562 292 29 268 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 1281 0 0 2 0 20 0 0 4 473 7 438 0 10 139 0 130 0 0 0 0 50 9 59 0 0 5 0 1320 1599 591 554 108 12 8 0 14 0 0 9 0 98 944 397 0 99 3324 68706 0 0 0 0 0 0 0 129 0 0 3 0 2 0 0 0 0 3 0 0 0 3 0 0 0 4 0 3 0 900 25 0 90 1650 8 0 0 0 0 1128 30 0 0 0 0 0 0 0 62 0 0 0 0 1070 0 0 37 0 2 8 0 11 55 0 4 150 70 149 0 8 3 149
D_S5_1 X5 Landrace D Rhizosphere 1 P15 29 0 0 15 6 0 0 0 0 0 17 0 0 5 0 0 0 12 17 12 0 0 13 0 0 0 56 104 0 0 65 0 0 0 5 0 0 0 142 23 36 2 0 29 0 17 0 0 0 64 0 0 68 0 0 0 0 0 119 0 0 0 0 5 0 8 119 0 0 0 5 0 0 0 0 0 0 0 0 11 8 0 0 0 0 244 0 7 0 0 0 0 0 0 0 17 148 198 0 1494 3 0 0 0 0 0 4 0 0 16 0 0 0 0 5 0 0 0 7 10 0 0 0 2 0 0 7 0 18 0 14 0 0 38 5 2 7 8809 7 445 0 0 0 0 5 0 4 0 0 0 0 67 0 0 8 16 735 244 0 1083 56 0 9 0 0 0 0 35 0 0 252 34313 0 69 64 625 22224 0 0 0 9 0 0 247 9 0 0 0 0 3 0 0 5 10 0 0 0 0 22 0 3 4 0 22 0 271 0 17 0 481 6 0 11 0 0 356 40 10 0 6 0 0 6 0 225 34 0 0 0 1556 117 0 91 4 7 20 5 312 16 0 10 0 0 105 4 40 0 15
D_S5_2 X5 Landrace D Rhizosphere 2 P15 20 0 0 10 2 0 17 0 18 0 0 0 15 0 11 0 0 15 0 0 26 7 0 0 14 0 3 446 0 73 165 0 0 3 3 0 6 0 64 29 23 0 0 20 0 3 0 0 7 21 0 0 85 0 0 4 0 8 135 0 0 0 0 10 0 13 411 0 0 0 0 5 0 4 54 0 0 0 0 15 14 0 0 13 0 576 0 0 0 0 3 2 0 0 0 0 0 0 0 2502 7 0 9 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 15 0 0 0 18 0 0 28 11 0 3 1876 14 788 5 146 1901 0 54 0 14 0 0 5 12 68 0 0 9 9 723 724 28 1232 146 0 21 0 12 0 0 11 0 24 0 2561 0 20824 2421 35989 25616 0 0 0 0 49 0 430 30 3 0 0 0 0 0 0 11 11 0 0 0 0 12 0 0 13 0 68 49 229 11 0 0 181 0 0 5 0 0 34 17 0 0 3 0 0 52 9 247 0 0 37 0 4385 158 0 95 10 5 7 8 46 69 158 0 0 29 23 14 84 6 0
D_S5_3 X5 Landrace D Rhizosphere 3 P15 14 0 13 36 0 0 34 0 64 0 37 0 76 10 0 17 0 3 77 0 0 8 16 0 0 10 0 1185 0 0 339 0 4 4 31 0 0 0 52 40 70 0 5 9 0 133 0 0 9 8 0 0 0 25 0 0 0 0 82 0 0 0 0 0 21 11 185 0 0 0 0 0 0 0 2 0 0 0 13 39 36 0 0 45 0 302 0 0 0 0 6 0 0 0 0 0 0 0 0 14508 437 0 384 0 0 0 16 0 0 0 0 0 0 0 3 0 0 0 0 16 0 0 0 3 427 22 0 0 40 52 123 0 0 112 26 0 35 871 4 739 0 51 943 0 112 0 14 29 0 0 26 193 11 0 16 23 1555 1890 316 133 343 0 33 0 18 12 0 31 0 0 0 1003 12 567 1302 65158 8184 0 7 4 0 0 0 690 39 0 3 0 2 12 0 0 7 34 0 0 0 44 0 18 9 2 0 124 3 2008 69 0 0 317 11 0 44 0 31 283 141 26 0 9 0 0 31 0 336 0 23 0 0 1340 95 8 150 10 7 33 18 105 477 43 0 3836 2696 113 0 8 0 179
D_S50_1 X50 Landrace D Rhizosphere 1 P10 0 13 4 11 0 0 7 0 57 0 0 0 0 0 0 0 0 0 17 0 0 0 93 0 0 0 266 91 0 0 31 0 0 0 0 0 0 0 50 18 27 0 2 0 4 3 0 0 0 19 0 0 30 13 0 0 0 0 168 0 0 0 0 0 14 16 169 0 0 0 0 0 2 7 3 5 0 0 0 27 20 0 0 0 0 292 0 0 5 0 0 0 0 0 13 0 0 0 0 14110 34 0 20 0 0 0 0 6 0 9 0 80 0 0 0 0 0 0 36 0 0 0 0 0 0 7 10 0 18 0 17 0 0 41 8 0 0 1781 10 113 0 18 0 0 16 0 0 0 0 0 0 37 0 0 0 14 240 166 0 413 36 7 32 0 0 0 0 1458 0 0 414 24246 20 61 61 346 2827 0 0 0 6 0 0 406 19 0 0 0 0 0 0 3 0 51 15 16 0 18 15 0 0 0 0 28 0 225 43 0 0 439 5 23 0 0 0 140 47 8 0 0 0 0 0 56 363 0 0 0 0 1338 405 7 180 8 0 33 10 19 25 81 0 0 0 90 3 14 14 41
D_S50_2 X50 Landrace D Rhizosphere 2 P10 0 0 8 6 2 0 20 0 135 0 18 7 44 0 0 15 22 0 0 0 20 28 7 0 11 0 4 682 0 0 181 0 0 7 3 0 0 0 135 52 64 0 0 0 21 4 0 0 0 33 0 0 258 22 0 0 0 12 137 0 0 0 0 0 0 16 224 0 0 0 0 0 0 0 0 0 0 0 10 34 18 0 0 28 0 276 0 4 5 0 0 0 0 0 38 21 0 0 0 14543 25 0 0 0 0 0 0 10 0 6 0 0 0 0 2 0 14 0 3 5 0 0 0 4 5 10 12 0 169 4 18 0 0 35 11 0 13 1018 20 471 0 129 0 0 41 0 42 30 0 29 20 105 0 0 17 18 884 1053 24 1951 161 0 36 24 0 0 3 30 0 0 100 2403 10 29210 540 15501 25115 0 0 5 6 0 0 496 21 0 0 0 0 0 0 2 33 23 0 0 0 0 26 0 5 35 0 27 25 392 82 0 108 331 6 0 27 0 0 476 2339 0 41 0 0 0 0 13 483 19 0 0 0 1332 93 18 136 11 11 46 7 511 204 46 0 35 264 56 32 34 0 89
D_S50_3 X50 Landrace D Rhizosphere 3 P10 0 18 0 5 3 0 18 0 0 39 0 0 38 13 0 0 0 0 15 0 0 0 0 0 0 0 22 1677 0 0 156 0 0 3 0 0 3 0 42 27 43 0 0 0 6 0 0 0 0 6 0 0 23 0 0 0 0 0 60 0 0 0 0 4 0 13 107 0 0 0 0 5 0 2 0 0 0 0 12 33 55 0 0 0 0 61 0 5 0 2 0 0 0 0 4 0 0 5 0 12777 58 29 32 0 0 0 5 5 0 7 0 0 0 0 0 0 0 0 0 3 0 0 0 0 83 8 15 0 2177 0 0 3 0 19 7 0 11 2956 6 219 0 17 1005 0 97 0 27 0 0 44 23 227 0 0 29 19 970 1710 59 7369 150 0 7 0 0 15 0 110 114 0 869 2359 0 915 11351 42455 16633 0 0 0 0 0 0 149 14 0 9 0 0 0 0 0 5 4 0 0 0 0 0 0 2 41 0 26 3 1628 55 0 42 493 0 0 0 0 17 267 25 0 0 0 0 0 6 8 145 12 0 0 0 1476 26 0 99 0 4 49 0 128 155 7 0 158 2463 76 14 4 0 271
D_S51_1 X51 Landrace D Rhizosphere 1 P04 0 0 4 19 0 0 22 0 31 0 10 0 5 0 0 0 4 0 24 50 0 0 3 0 13 0 0 79 0 0 75 0 0 3 6 0 0 0 274 48 65 0 4 10 0 4 0 0 25 534 0 0 57 15 0 0 0 3 834 0 0 0 0 74 0 12 842 0 0 0 0 0 0 10 0 0 0 0 20 15 18 0 0 0 0 807 45 5 24 0 0 2 0 0 0 0 2212 2904 0 787 0 0 28 0 0 0 0 14 0 15 17 15 0 0 54 0 0 0 2 42 66 0 0 4 2 11 31 0 57 8 55 0 0 45 12 0 13 6294 8 2771 0 38 0 6 36 0 7 0 0 0 0 64 0 6 66 61 1185 888 610 1287 844 0 37 112 0 0 0 333 0 9 67 18316 0 13610 49 82 12466 0 0 0 23 63 0 721 26 5 0 0 3 5 0 0 7 13 0 16 0 24 0 0 0 2 0 120 0 117 140 152 26 5947 10 0 25 0 188 772 397 34 63 4 6 0 6 0 312 0 11 0 0 3122 331 46 262 67 8 60 12 63 27 30 0 0 0 51 27 104 3 44
D_S51_2 X51 Landrace D Rhizosphere 2 P04 0 26 35 5 9 0 34 0 28 0 0 0 58 0 0 7 0 6 29 11 0 0 0 0 0 0 38 3107 0 0 650 0 0 0 0 0 0 0 142 70 60 0 3 0 16 6 0 0 12 32 0 0 89 12 0 5 0 0 162 3 0 0 0 0 0 12 150 0 0 0 0 0 0 5 0 0 0 0 0 20 13 0 9 0 0 534 61 6 2 0 0 0 0 0 0 8 0 0 0 514 7 0 0 0 0 0 0 0 0 0 0 671 0 0 0 0 0 0 0 0 0 0 27 0 42 11 9 0 148 0 26 0 0 38 6 0 10 449 12 1074 0 22 0 0 153 0 20 0 0 0 18 562 0 0 22 24 1369 1162 44 5242 71 0 31 0 0 29 0 14 0 0 15 564 0 3482 6055 12475 59714 0 0 0 5 0 0 349 36 0 0 0 2 0 0 0 13 16 0 13 0 19 0 0 0 33 0 79 7 129 0 22 0 115 0 0 8 0 0 196 836 0 0 0 0 2 0 13 227 30 0 0 0 1984 77 11 65 6 9 13 0 22 107 33 0 0 167 23 30 25 0 32
D_S51_3 X51 Landrace D Rhizosphere 3 P04 5 0 0 0 0 0 0 7 27 0 0 0 138 0 0 0 0 0 44 0 0 0 0 0 0 0 0 390 19 0 69 0 0 0 0 0 0 0 278 51 21 0 0 0 12 3 3 0 0 12 0 0 47 0 0 0 0 0 26 0 0 0 0 0 0 10 114 0 0 0 0 5 0 0 2 0 0 0 0 21 8 0 0 0 0 65 0 2 0 0 0 0 0 0 0 0 292 568 0 2127 31 0 33 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 5 0 0 0 0 0 19 0 18 327 397 0 13 0 0 17 6 0 7 280 0 291 0 25 168 0 98 0 15 0 0 38 15 59 0 0 45 22 1009 632 303 439 116 34 7 0 0 12 0 82 0 4 410 363 0 199 23940 42070 27194 0 0 0 0 0 0 245 9 0 0 0 0 0 0 0 7 8 6 0 0 0 0 0 0 30 0 20 6 210 0 26 65 8881 0 0 16 0 0 644 0 0 0 0 0 0 0 0 129 0 9 38 0 1101 28 0 82 0 10 20 0 26 140 17 0 128 109 25 3 12 4 61
D_S52_1 X52 Landrace D Rhizosphere 1 P15 123 0 0 0 8 0 35 0 34 0 57 4 0 9 0 0 15 0 10 97 0 0 26 0 0 0 17 551 0 0 162 0 9 0 18 0 3 0 448 117 223 5 11 0 40 30 0 0 23 235 5 0 262 42 0 6 0 34 1204 5 11 5 0 0 0 31 839 0 0 6 5 2 3 0 5 0 0 0 27 81 13 0 28 0 0 929 80 6 63 6 0 0 0 0 0 0 0 43 0 14220 0 0 10 0 4 0 6 35 0 32 0 0 3 0 101 2 2 0 26 29 0 0 0 0 0 36 50 0 36 0 62 0 0 118 62 0 41 9115 73 349 0 11 0 20 54 31 9 0 0 0 80 144 0 0 8 102 5939 7928 52 434 201 0 93 0 0 0 0 43 201 0 56 9331 7 1542 918 0 28309 0 6 6 15 154 0 1222 48 2 0 0 0 0 3 0 19 71 49 17 0 74 20 0 4 6 0 111 0 152 91 68 0 828 0 0 35 0 15 142 75 19 0 4 0 23 0 69 1354 0 12 0 0 8138 362 100 682 20 32 113 48 234 51 50 0 0 0 51 19 51 0 54
D_S52_2 X52 Landrace D Rhizosphere 2 P15 19 0 89 14 0 0 17 0 17 0 27 0 38 9 0 11 0 0 0 15 0 13 7 0 6 0 23 2722 0 0 193 0 0 5 9 0 0 0 144 144 81 0 0 0 35 39 0 0 46 52 0 0 111 0 0 12 0 6 289 0 0 0 0 0 0 12 204 0 0 0 0 0 0 0 0 3 0 0 18 17 18 0 8 0 0 409 0 0 0 0 0 0 0 0 903 1155 0 0 0 2269 112 0 101 0 0 2 0 0 0 6 0 0 2 0 4 0 0 0 4 4 0 0 0 0 6 0 5 0 140 0 0 20 0 38 11 3 9 2081 17 1122 0 26 0 0 101 0 31 0 0 0 43 87 0 0 51 24 3769 2460 38 3212 149 20 32 0 0 0 0 18 0 14 116 1748 0 1897 1074 35111 48765 0 5 0 0 0 0 324 27 3 3 0 0 0 0 4 14 10 56 7 0 14 0 15 0 157 0 41 6 133 93 0 0 724 0 0 30 0 53 2670 398 37 0 0 0 2 8 15 183 15 0 0 0 3532 238 0 58 6 6 40 8 146 168 47 0 12 44 27 27 96 0 351
D_S52_3 X52 Landrace D Rhizosphere 3 P15 23 0 0 13 12 0 11 3 0 0 24 0 17 0 0 0 0 13 0 20 0 15 0 0 0 0 0 1033 0 0 122 0 0 0 0 0 0 0 34 20 11 0 0 9 68 4 0 0 0 3 0 0 17 0 0 0 0 0 25 0 0 0 0 2 0 9 213 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 33 0 5 0 2 0 0 0 0 0 0 0 0 488 1807 17 0 27 0 2 0 0 0 0 0 0 3378 0 0 0 0 2 0 2 0 5 0 0 0 7 0 6 0 124 0 11 0 0 28 5 0 4 68 2 94 0 2 807 0 39 0 18 0 0 27 29 49 0 0 0 0 486 1005 18 3085 33 215 12 0 0 16 0 25 0 0 279 311 0 32 892 26271 19904 0 0 0 0 0 0 204 13 0 7 0 0 2 0 0 5 0 0 0 0 0 0 2 0 40 0 13 51 134 33 0 37 19552 0 7 0 0 0 98 0 0 17 0 6 0 0 0 166 0 0 0 0 426 12 0 42 9 6 17 6 12 126 11 0 56 59 0 2 0 0 45
D_S53_1 X53 Landrace D Rhizosphere 1 P01 31 0 0 0 13 2 8 0 0 0 8 0 5 0 8 0 0 11 0 0 15 6 0 0 0 0 4 139 0 0 47 0 0 0 12 0 2 0 113 67 96 0 0 7 0 4 45 0 22 14 0 0 29 19 0 0 0 6 144 0 3 0 0 8 0 4 57 0 0 0 0 0 0 9 0 0 5 0 0 24 18 0 0 0 0 628 0 0 5 19 0 0 0 0 22 0 0 0 0 27800 529 132 637 0 0 0 27 0 0 15 0 0 4 0 11 3 3 0 3 0 11 0 0 0 0 8 0 0 119 0 3 0 0 16 0 0 10 1360 9 105 5 11 0 0 42 0 7 0 3 0 14 28 0 0 2 115 356 845 0 836 136 0 0 14 0 0 0 238 21 22 0 5767 0 401 653 984 11681 0 0 2 2 114 0 430 18 0 0 0 0 0 0 0 0 57 0 17 25 31 18 8 0 10 0 11 0 194 14 0 15 12108 2170 0 49 0 35 167 289 9 8 0 0 0 0 0 131 40 0 0 0 962 24 26 188 4 0 19 0 57 54 12 0 46 0 7 2 10 0 3
D_S53_2 X53 Landrace D Rhizosphere 2 P01 60 0 0 0 55 0 13 0 25 0 0 3 20 0 0 0 0 15 19 0 0 0 0 0 0 0 4 338 0 0 85 0 0 0 14 0 0 0 135 97 106 0 0 5 12 4 14 0 17 19 0 10 76 12 0 2 0 4 103 0 3 0 2 2 0 0 64 0 0 0 0 0 0 15 3 0 4 6 0 25 14 21 0 0 0 480 0 0 0 2 5 0 0 0 0 0 0 3 0 26521 77 40 18 0 0 0 37 0 0 0 0 0 0 3 7 5 3 0 4 0 7 0 0 3 5 9 0 0 67 0 0 0 0 16 0 0 14 653 5 174 3 15 0 0 125 0 11 0 0 0 0 25 0 0 7 22 448 234 0 5169 51 35 14 93 0 14 0 72 0 0 0 1071 7 1530 343 12531 17573 0 0 0 10 152 0 444 12 3 0 0 0 0 0 0 0 39 0 12 43 53 0 0 6 2 0 30 0 259 39 0 45 878 120 0 10 0 0 40 76 0 0 7 0 0 0 0 140 92 0 0 0 982 51 16 86 0 3 23 16 40 78 64 0 8 0 0 0 0 0 0
D_S53_3 X53 Landrace D Rhizosphere 3 P01 22 0 0 15 0 0 20 0 0 0 29 0 32 0 0 0 0 0 20 0 0 7 0 0 0 0 0 544 0 0 111 0 0 9 0 0 2 0 49 22 31 0 0 5 41 0 0 0 10 0 0 0 28 0 0 0 0 0 139 0 0 0 0 0 19 7 242 0 0 0 0 5 0 0 0 0 9 0 0 30 0 0 0 0 0 79 0 0 4 0 0 0 0 0 9 0 0 0 0 13224 300 0 219 0 0 0 0 0 0 0 9 0 2 0 0 0 0 0 0 0 0 0 0 4 52 0 0 0 78 11 28 0 0 39 13 0 7 1355 54 549 0 41 387 0 215 0 34 0 0 83 311 154 0 0 50 16 1997 1496 116 5126 391 28 11 0 15 19 0 261 47 6 667 1418 6 798 4713 36802 15412 0 0 0 4 0 0 338 22 0 0 0 0 0 0 0 0 14 0 7 0 0 0 0 0 18 0 20 21 581 41 176 71 827 0 0 11 0 0 78 0 0 11 0 0 0 6 17 243 0 14 23 0 1831 109 21 243 0 5 50 14 124 229 24 0 214 1830 22 5 10 0 241
D_S54_1 X54 Landrace D Rhizosphere 1 P15 50 0 22 68 0 0 18 0 25 0 14 4 0 8 0 0 0 0 38 15 0 0 0 0 0 8 2 264 0 0 65 0 0 0 7 2 0 0 129 70 71 0 4 0 5 4 0 0 286 85 0 0 219 14 0 0 0 11 84 0 0 0 0 0 0 7 131 0 0 0 0 0 0 6 0 0 0 0 25 27 15 0 0 0 0 578 0 5 36 0 0 0 4 0 0 0 13 0 0 609 0 13 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 6 0 0 0 0 0 0 11 0 0 35 0 15 0 0 45 8 30 12 1212 6 244 0 69 0 0 16 0 4 0 0 0 0 71 0 0 4 8 780 604 42 137 141 0 26 8 0 0 0 24 0 0 205 732 0 18713 37 227 56430 0 0 0 8 0 0 829 25 5 7 0 3 0 0 0 27 13 9 0 0 28 0 0 2 2 0 34 0 33 35 0 0 322 6 0 0 0 0 55 648 0 10 6 4 0 0 0 217 0 21 0 73 2513 127 13 113 12 5 30 0 36 75 60 0 0 0 17 9 46 0 53
D_S54_2 X54 Landrace D Rhizosphere 2 P15 0 0 4 5 7 0 6 0 18 0 0 0 9 0 0 10 0 0 0 12 0 0 0 0 0 0 0 895 27 0 299 0 0 0 2 6 0 0 34 66 26 0 0 0 0 4 0 0 16 16 0 0 9 0 0 0 0 0 41 0 0 0 0 0 0 4 31 0 0 0 0 0 0 0 0 0 0 10 29 105 8 0 0 0 0 89 0 0 0 0 0 0 0 0 0 0 0 0 0 7320 12 0 0 0 0 0 0 0 0 0 0 33 0 0 0 0 0 0 0 0 0 0 0 2 31897 0 49 0 32 0 0 12 0 26 5 0 5 963 4 231 0 3 0 0 46 0 19 0 0 0 0 104 0 0 48 0 859 972 0 13653 219 7 7 0 9 0 0 0 0 0 47 671 0 771 1063 4832 37863 0 0 0 0 0 0 186 10 0 2 0 0 0 0 0 0 18 0 0 0 6 0 7 0 3 0 10 20 675 73 0 15 223 3 0 0 0 0 246 0 12 0 0 0 0 0 9 116 0 6 0 0 1184 32 0 53 4 3 15 9 117 226 18 0 0 293 16 0 30 0 263
D_S54_3 X54 Landrace D Rhizosphere 3 P15 319 0 0 19 0 0 11 0 0 0 146 13 28 16 0 50 7 0 25 0 51 10 0 0 0 0 7 5004 0 68 271 0 0 0 0 0 3 0 112 34 47 5 11 0 10 12 33 0 0 17 0 0 0 30 53 0 0 7 174 6 4 6 0 554 0 116 826 0 0 6 7 0 0 0 0 0 0 0 0 29 70 0 0 0 0 375 0 18 0 0 0 13 0 0 4 0 0 0 0 4108 30 0 25 0 12 24 3 15 0 116 0 0 0 0 0 0 0 0 7 0 8 0 0 18 34 16 0 0 88 0 28 0 0 90 14 0 28 239 8 663 0 10 874 0 150 0 18 0 0 4919 653 1540 10 0 60 0 2020 1538 39 1473 113 12 60 0 0 26 0 44 0 92 896 676 18 178 995 59538 13051 6 8 0 0 72 0 1263 80 6 0 3 0 0 0 0 0 26 0 0 0 0 0 25 5 5 13 35 0 200 12 0 49 733 0 0 0 9 0 85 63 16 0 8 6 0 4 0 326 0 0 0 0 1816 55 0 133 18 17 45 0 39 294 16 0 120 62 46 4 28 0 77
D_S55_1 X55 Landrace D Rhizosphere 1 P10 31 0 28 36 7 0 32 0 43 0 48 10 0 3 0 16 0 0 83 251 59 0 42 18 11 0 240 278 0 150 288 0 0 5 11 0 2 0 189 71 64 0 6 0 0 2 0 0 10 108 5 0 99 22 0 0 0 12 262 3 0 8 0 0 0 17 424 0 0 0 0 0 0 27 5 16 0 0 0 41 16 0 0 0 0 717 0 22 5 0 0 0 3 0 0 0 0 23 0 725 33 0 29 0 0 2 0 0 36 26 8 0 0 0 9 0 0 0 8 18 0 0 0 5 0 78 0 0 1199 0 38 15 0 78 11 2 24 3081 20 2417 0 16 0 12 19 0 0 0 5 0 8 92 0 0 9 60 6674 8511 43 12833 302 0 80 0 0 0 0 36 0 0 43 1935 10 1404 38 1282 24459 0 2 3 8 69 11 1003 52 5 3 0 5 0 0 0 0 46 11 0 0 30 0 0 2 13 0 20 4 175 35 0 0 5001 241 0 30 0 0 91 114 29 0 5 3 7 0 0 352 0 19 0 9 2724 729 0 478 6 0 34 10 95 40 36 0 0 0 35 10 110 21 139
